Instrument,Option Type,Strike Price,Expiration Date,Last Price (USD),Bid Price (USD),Ask Price (USD),Bid IV,Ask IV,Delta,Gamma,Theta,Vega,open_interest,total traded volume,monetary volume,Probability (%)
BTC-26DEC25-115000-P,put,115000.0,2025-12-26,0.0,0.0,0.0,50.21,51.21,-0.42631,1e-05,-41.00069,343.34201,33.1,0.0,0.0,
BTC-26DEC25-120000-C,call,120000.0,2025-12-26,0.0,0.0,0.0,50.78,51.43,0.53071,1e-05,-41.69751,348.28208,1119.0,61.2,933124.73,
BTC-26DEC25-120000-P,put,120000.0,2025-12-26,0.0,0.0,0.0,50.13,51.45,-0.46929,1e-05,-41.69751,348.28208,143.7,0.0,0.0,
BTC-26DEC25-125000-C,call,125000.0,2025-12-26,0.0,0.0,0.0,50.97,51.46,0.48952,1e-05,-41.95036,349.1973,1039.8,13.7,180890.07,83.4
BTC-26DEC25-125000-P,put,125000.0,2025-12-26,0.0,0.0,0.0,50.29,51.6,-0.51048,1e-05,-41.95054,349.19883,1.9,0.0,0.0,70.0
BTC-26DEC25-130000-C,call,130000.0,2025-12-26,0.0,0.0,0.0,51.12,51.62,0.45032,1e-05,-41.77951,346.60639,894.3,50.2,585813.51,80.8
BTC-26DEC25-130000-P,put,130000.0,2025-12-26,0.0,0.0,0.0,50.39,51.88,-0.54968,1e-05,-41.77938,346.60531,16.3,0.0,0.0,
BTC-26DEC25-140000-C,call,140000.0,2025-12-26,0.0,0.0,0.0,51.49,52.0,0.37905,1e-05,-40.48667,333.1377,1172.9,10.9,101281.46,
BTC-26DEC25-140000-P,put,140000.0,2025-12-26,0.0,0.0,0.0,50.47,53.05,-0.62095,1e-05,-40.48667,333.1377,106.8,0.0,0.0,
BTC-26DEC25-150000-C,call,150000.0,2025-12-26,0.0,0.0,0.0,51.92,52.47,0.31743,1e-05,-38.25304,312.06743,1263.1,1.9,13935.82,
BTC-26DEC25-150000-P,put,150000.0,2025-12-26,0.0,0.0,0.0,50.55,53.68,-0.68256,1e-05,-38.2538,312.07357,4.4,0.0,0.0,
BTC-26DEC25-160000-C,call,160000.0,2025-12-26,0.0,0.0,0.0,52.42,53.02,0.2656,1e-05,-35.55564,287.12952,761.0,11.6,67495.01,
BTC-26DEC25-160000-P,put,160000.0,2025-12-26,0.0,0.0,0.0,50.63,54.43,-0.73438,1e-05,-35.55732,287.14346,101.0,0.0,0.0,
BTC-26DEC25-170000-C,call,170000.0,2025-12-26,0.0,0.0,0.0,52.94,53.82,0.22242,1e-05,-32.65202,260.8928,3482.3,2.1,10201.62,64.9
BTC-26DEC25-170000-P,put,170000.0,2025-12-26,0.0,0.0,0.0,51.07,55.47,-0.77758,1e-05,-32.65202,260.8928,0.0,0.0,0.0,
BTC-26DEC25-180000-C,call,180000.0,2025-12-26,0.0,0.0,0.0,53.56,54.29,0.18699,1e-05,-29.79442,235.28359,1803.9,1.7,6589.63,
BTC-26DEC25-180000-P,put,180000.0,2025-12-26,0.0,0.0,0.0,51.08,56.0,-0.81302,1e-05,-29.79397,235.28003,0.0,0.0,0.0,
BTC-26DEC25-190000-C,call,190000.0,2025-12-26,0.0,0.0,0.0,54.06,54.88,0.15751,1e-05,-26.99402,210.86657,419.4,0.5,1619.75,
BTC-26DEC25-190000-P,put,190000.0,2025-12-26,0.0,0.0,0.0,51.1,56.9,-0.84249,1e-05,-26.99402,210.86657,0.0,0.0,0.0,
BTC-26DEC25-200000-C,call,200000.0,2025-12-26,0.0,0.0,0.0,54.94,55.55,0.13327,0.0,-24.38771,188.43701,1127.4,0.5,1378.61,
BTC-26DEC25-200000-P,put,200000.0,2025-12-26,0.0,0.0,0.0,51.44,57.92,-0.86673,0.0,-24.38743,188.43479,0.2,0.0,0.0,12.4
BTC-26DEC25-210000-C,call,210000.0,2025-12-26,0.0,0.0,0.0,55.18,56.21,0.11318,0.0,-21.9757,168.03906,122.7,1.4,3061.62,
BTC-26DEC25-210000-P,put,210000.0,2025-12-26,0.0,0.0,0.0,51.32,58.99,-0.88682,0.0,-21.9757,168.03906,0.0,0.0,0.0,
BTC-26DEC25-220000-C,call,220000.0,2025-12-26,0.0,0.0,0.0,55.87,57.01,0.09765,0.0,-20.02472,151.01646,123.6,0.5,964.23,
BTC-26DEC25-220000-P,put,220000.0,2025-12-26,0.0,0.0,0.0,50.73,60.24,-0.90235,0.0,-20.02472,151.01646,0.0,0.0,0.0,
BTC-26DEC25-230000-C,call,230000.0,2025-12-26,0.0,0.0,0.0,56.48,57.75,0.08392,0.0,-18.0816,134.95431,172.2,0.0,0.0,
BTC-26DEC25-230000-P,put,230000.0,2025-12-26,0.0,0.0,0.0,50.81,61.46,-0.91608,0.0,-18.0816,134.95431,0.0,0.0,0.0,
BTC-26DEC25-240000-C,call,240000.0,2025-12-26,0.0,0.0,0.0,57.1,58.05,0.07232,0.0,-16.30592,120.55297,176.6,2.4,3295.36,
BTC-26DEC25-240000-P,put,240000.0,2025-12-26,0.0,0.0,0.0,49.39,61.98,-0.92768,0.0,-16.30592,120.55297,0.1,0.0,0.0,
BTC-26DEC25-260000-C,call,260000.0,2025-12-26,0.0,0.0,0.0,58.29,59.46,0.05518,0.0,-13.49213,97.64991,173.4,0.0,0.0,
BTC-26DEC25-280000-C,call,280000.0,2025-12-26,0.0,0.0,0.0,58.76,60.93,0.04241,0.0,-11.12183,79.11442,111.4,0.3,230.88,
BTC-26DEC25-280000-P,put,280000.0,2025-12-26,0.0,0.0,0.0,0.8,0.8,-0.95759,0.0,-11.12183,79.11442,0.0,0.0,0.0,
BTC-26DEC25-300000-C,call,300000.0,2025-12-26,0.0,0.0,0.0,60.36,61.42,0.03423,0.0,-9.55368,66.4388,237.3,0.0,0.0,
BTC-26DEC25-320000-C,call,320000.0,2025-12-26,0.0,0.0,0.0,61.25,62.53,0.02694,0.0,-7.93925,54.484,120.4,0.0,0.0,11.9
BTC-26DEC25-340000-C,call,340000.0,2025-12-26,0.0,0.0,0.0,62.38,63.88,0.02246,0.0,-6.95197,46.76526,196.4,5.0,2039.51,11.9
BTC-26DEC25-400000-C,call,400000.0,2025-12-26,0.0,0.0,0.0,65.34,67.25,0.01356,0.0,-4.74038,30.40796,370.6,0.0,0.0,
BTC-27MAR26-20000-C,call,20000.0,2026-03-27,0.0,0.0,0.0,0.8,92.64,0.99729,0.0,-1.17161,8.89819,5.3,0.0,0.0,84.1
BTC-27MAR26-20000-P,put,20000.0,2026-03-27,0.0,0.0,0.0,78.05,84.14,-0.00271,0.0,-1.17161,8.89819,43.7,0.0,0.0,
BTC-27MAR26-30000-C,call,30000.0,2026-03-27,0.0,0.0,0.0,55.58,78.29,0.9926,0.0,-2.52773,21.82939,11.4,0.0,0.0,
BTC-27MAR26-30000-P,put,30000.0,2026-03-27,0.0,0.0,0.0,69.67,73.19,-0.0074,0.0,-2.52773,21.82939,17.6,0.0,0.0,21.8
BTC-27MAR26-40000-C,call,40000.0,2026-03-27,0.0,0.0,0.0,57.88,68.79,0.98319,0.0,-4.69478,44.52667,0.0,0.0,0.0,72.1
BTC-27MAR26-40000-C,call,40000.0,2026-03-27,0.0,0.0,0.0,57.88,68.79,0.98319,0.0,-4.69478,44.52667,0.0,0.0,0.0,72.1
BTC-27MAR26-40000-C,call,40000.0,2026-03-27,0.0,0.0,0.0,57.88,68.79,0.98319,0.0,-4.69478,44.52667,0.0,0.0,0.0,72.1
BTC-27MAR26-40000-P,put,40000.0,2026-03-27,0.0,0.0,0.0,61.4,66.9,-0.01681,0.0,-4.69456,44.52459,122.7,2.0,991.97,
BTC-27MAR26-50000-C,call,50000.0,2026-03-27,0.0,0.0,0.0,55.79,62.54,0.96669,0.0,-7.74446,79.11671,1.1,0.0,0.0,72.1
BTC-27MAR26-50000-P,put,50000.0,2026-03-27,0.0,0.0,0.0,59.11,59.85,-0.03331,0.0,-7.74429,79.11483,237.2,0.0,0.0,21.8
BTC-27MAR26-60000-C,call,60000.0,2026-03-27,0.0,0.0,0.0,53.46,58.12,0.94011,0.0,-11.72476,126.83652,4.7,0.0,0.0,78.8
BTC-27MAR26-60000-C,call,60000.0,2026-03-27,0.0,0.0,0.0,53.46,58.12,0.94011,0.0,-11.72476,126.83652,4.7,0.0,0.0,78.8
BTC-27MAR26-60000-P,put,60000.0,2026-03-27,0.0,0.0,0.0,55.85,56.77,-0.05989,0.0,-11.72476,126.83652,79.0,0.1,183.8,
BTC-27MAR26-65000-C,call,65000.0,2026-03-27,0.0,0.0,0.0,49.66,56.75,0.92244,0.0,-13.97008,154.84906,1.9,0.0,0.0,81.1
BTC-27MAR26-65000-C,call,65000.0,2026-03-27,0.0,0.0,0.0,49.66,56.75,0.92244,0.0,-13.97008,154.84906,1.9,0.0,0.0,81.1
BTC-27MAR26-65000-P,put,65000.0,2026-03-27,0.0,0.0,0.0,54.28,55.42,-0.07756,0.0,-13.9703,154.8515,36.2,0.0,0.0,
BTC-27MAR26-70000-C,call,70000.0,2026-03-27,0.0,0.0,0.0,52.22,55.37,0.90152,0.0,-16.34565,185.05014,3.7,0.0,0.0,83.1
BTC-27MAR26-70000-P,put,70000.0,2026-03-27,0.0,0.0,0.0,52.8,54.69,-0.09848,0.0,-16.34565,185.05014,195.1,0.7,2243.48,
BTC-27MAR26-75000-C,call,75000.0,2026-03-27,0.0,0.0,0.0,51.82,54.76,0.87623,0.0,-19.05937,217.9949,9.2,0.0,0.0,84.6
BTC-27MAR26-75000-P,put,75000.0,2026-03-27,0.0,0.0,0.0,52.69,53.76,-0.12377,0.0,-19.05937,217.9949,97.5,6.2,25179.22,
BTC-27MAR26-80000-C,call,80000.0,2026-03-27,0.0,0.0,0.0,51.35,53.91,0.84811,0.0,-21.71603,250.70236,27.7,0.0,0.0,
BTC-27MAR26-80000-P,put,80000.0,2026-03-27,0.0,0.0,0.0,52.2,53.13,-0.15188,0.0,-21.71596,250.70161,106.7,0.8,4280.7,36.2
BTC-27MAR26-85000-C,call,85000.0,2026-03-27,0.0,0.0,0.0,51.23,53.5,0.81703,0.0,-24.38035,282.68951,82.0,0.0,0.0,87.0
BTC-27MAR26-85000-P,put,85000.0,2026-03-27,0.0,0.0,0.0,52.07,52.89,-0.18297,0.0,-24.38038,282.68996,96.3,11.8,78254.57,
BTC-27MAR26-90000-C,call,90000.0,2026-03-27,0.0,0.0,0.0,50.97,53.03,0.78438,1e-05,-26.70917,312.09836,128.8,0.0,0.0,
BTC-27MAR26-90000-P,put,90000.0,2026-03-27,0.0,0.0,0.0,51.61,52.36,-0.21562,1e-05,-26.70906,312.09766,89.5,0.2,1659.67,
BTC-27MAR26-95000-C,call,95000.0,2026-03-27,0.0,0.0,0.0,50.78,52.84,0.74986,1e-05,-28.8862,338.95892,75.4,0.1,3070.96,
BTC-27MAR26-95000-P,put,95000.0,2026-03-27,0.0,0.0,0.0,51.44,52.13,-0.25014,1e-05,-28.88624,338.95932,276.7,6.2,62888.43,
BTC-27MAR26-100000-C,call,100000.0,2026-03-27,0.0,0.0,0.0,51.13,52.42,0.71422,1e-05,-30.83682,362.49632,1074.0,0.5,14094.26,87.1
BTC-27MAR26-100000-P,put,100000.0,2026-03-27,0.0,0.0,0.0,51.5,51.98,-0.28578,1e-05,-30.83682,362.49614,98.3,0.3,3579.89,
BTC-27MAR26-105000-C,call,105000.0,2026-03-27,0.0,0.0,0.0,51.04,52.42,0.6781,1e-05,-32.51452,382.27786,77.5,0.0,0.0,87.1
BTC-27MAR26-105000-P,put,105000.0,2026-03-27,0.0,0.0,0.0,51.45,52.06,-0.3219,1e-05,-32.51452,382.27786,18.8,0.0,0.0,
BTC-27MAR26-110000-C,call,110000.0,2026-03-27,0.0,0.0,0.0,51.18,52.36,0.64199,1e-05,-33.85357,398.16998,126.9,0.0,0.0,62.7
BTC-27MAR26-110000-P,put,110000.0,2026-03-27,0.0,0.0,0.0,51.49,51.93,-0.35801,1e-05,-33.85357,398.16998,35.0,0.0,0.0,10.4
BTC-27MAR26-115000-C,call,115000.0,2026-03-27,0.0,0.0,0.0,51.55,52.27,0.60654,1e-05,-35.0021,410.14475,36.1,2.1,44472.19,92.6
BTC-27MAR26-115000-C,call,115000.0,2026-03-27,0.0,0.0,0.0,51.55,52.27,0.60654,1e-05,-35.0021,410.14475,36.1,2.1,44472.19,92.6
BTC-27MAR26-115000-P,put,115000.0,2026-03-27,0.0,0.0,0.0,51.34,52.48,-0.39346,1e-05,-35.0021,410.14475,4.5,1.0,19177.71,
BTC-27MAR26-120000-C,call,120000.0,2026-03-27,0.0,0.0,0.0,51.62,52.45,0.57189,1e-05,-35.80323,418.48273,80.0,0.4,7750.0,
BTC-27MAR26-120000-P,put,120000.0,2026-03-27,0.0,0.0,0.0,51.33,52.58,-0.42811,1e-05,-35.80323,418.48273,44.9,0.0,0.0,63.7
BTC-27MAR26-125000-C,call,125000.0,2026-03-27,0.0,0.0,0.0,51.69,52.38,0.53795,1e-05,-36.23737,423.48162,7.9,0.2,3510.27,
BTC-27MAR26-125000-P,put,125000.0,2026-03-27,0.0,0.0,0.0,51.32,52.7,-0.46205,1e-05,-36.23744,423.48246,0.1,0.0,0.0,
BTC-27MAR26-130000-C,call,130000.0,2026-03-27,0.0,0.0,0.0,51.81,52.49,0.50559,1e-05,-36.50445,425.36694,96.5,5.4,89151.95,
BTC-27MAR26-130000-P,put,130000.0,2026-03-27,0.0,0.0,0.0,51.22,52.87,-0.49441,1e-05,-36.50457,425.36779,1.6,0.0,0.0,
BTC-27MAR26-135000-C,call,135000.0,2026-03-27,0.0,0.0,0.0,51.85,52.82,0.47464,1e-05,-36.54352,424.54878,40.1,30.0,448385.54,
BTC-27MAR26-135000-P,put,135000.0,2026-03-27,0.0,0.0,0.0,51.46,52.98,-0.52536,1e-05,-36.54342,424.54759,0.2,0.0,0.0,
BTC-27MAR26-140000-C,call,140000.0,2026-03-27,0.0,0.0,0.0,52.0,52.83,0.44509,1e-05,-36.36819,421.37448,557.2,8.6,114920.09,
BTC-27MAR26-140000-P,put,140000.0,2026-03-27,0.0,0.0,0.0,50.83,54.16,-0.55491,1e-05,-36.36819,421.37448,1.3,0.0,0.0,
BTC-27MAR26-150000-C,call,150000.0,2026-03-27,0.0,0.0,0.0,52.41,53.27,0.39122,1e-05,-35.62293,409.49643,201.7,0.1,1152.43,
BTC-27MAR26-150000-P,put,150000.0,2026-03-27,0.0,0.0,0.0,50.89,54.75,-0.60878,1e-05,-35.62293,409.49643,3.4,0.0,0.0,
BTC-27MAR26-160000-C,call,160000.0,2026-03-27,0.0,0.0,0.0,52.68,53.73,0.34328,1e-05,-34.35556,392.14897,53.2,0.4,3812.96,
BTC-27MAR26-160000-P,put,160000.0,2026-03-27,0.0,0.0,0.0,50.92,55.39,-0.65672,1e-05,-34.35539,392.14707,0.0,0.0,0.0,
BTC-27MAR26-170000-C,call,170000.0,2026-03-27,0.0,0.0,0.0,53.15,54.1,0.30136,1e-05,-32.79861,371.52203,20.0,0.0,0.0,
BTC-27MAR26-170000-P,put,170000.0,2026-03-27,0.0,0.0,0.0,51.09,56.13,-0.69864,1e-05,-32.79861,371.52203,2.0,0.0,0.0,19.1
BTC-27MAR26-180000-C,call,180000.0,2026-03-27,0.0,0.0,0.0,53.53,54.53,0.26477,1e-05,-31.05452,349.12515,57.0,0.0,0.0,
BTC-27MAR26-180000-P,put,180000.0,2026-03-27,0.0,0.0,0.0,50.94,56.98,-0.73522,1e-05,-31.0547,349.12726,0.0,0.0,0.0,
BTC-27MAR26-190000-C,call,190000.0,2026-03-27,0.0,0.0,0.0,53.93,55.0,0.23319,1e-05,-29.2563,326.28698,66.0,0.6,3633.67,64.7
BTC-27MAR26-190000-P,put,190000.0,2026-03-27,0.0,0.0,0.0,51.1,57.75,-0.76681,1e-05,-29.25649,326.28911,0.0,0.0,0.0,
BTC-27MAR26-200000-C,call,200000.0,2026-03-27,0.0,0.0,0.0,54.32,55.47,0.20568,0.0,-27.42505,303.57481,148.1,0.3,1553.1,64.7
BTC-27MAR26-200000-P,put,200000.0,2026-03-27,0.0,0.0,0.0,50.8,58.37,-0.79432,0.0,-27.42509,303.57522,0.0,0.0,0.0,
BTC-27MAR26-210000-C,call,210000.0,2026-03-27,0.0,0.0,0.0,54.81,55.84,0.18207,0.0,-25.66535,281.82915,6.3,1.0,4663.63,
BTC-27MAR26-210000-P,put,210000.0,2026-03-27,0.0,0.0,0.0,49.98,60.05,-0.81793,0.0,-25.66535,281.82915,0.0,0.0,0.0,
BTC-27MAR26-220000-C,call,220000.0,2026-03-27,0.0,0.0,0.0,55.3,56.19,0.16151,0.0,-23.95183,261.04909,35.9,0.3,1192.86,
BTC-27MAR26-220000-P,put,220000.0,2026-03-27,0.0,0.0,0.0,50.49,60.26,-0.83849,0.0,-23.95183,261.04909,0.0,0.0,0.0,
BTC-27MAR26-230000-C,call,230000.0,2026-03-27,0.0,0.0,0.0,55.63,56.6,0.14355,0.0,-22.3049,241.40381,5.6,0.0,0.0,21.4
BTC-27MAR26-230000-P,put,230000.0,2026-03-27,0.0,0.0,0.0,49.37,62.18,-0.85645,0.0,-22.30472,241.40184,0.0,0.0,0.0,
BTC-27MAR26-240000-C,call,240000.0,2026-03-27,0.0,0.0,0.0,56.13,57.43,0.12955,0.0,-21.03389,225.04525,44.2,0.0,0.0,
BTC-27MAR26-240000-P,put,240000.0,2026-03-27,0.0,0.0,0.0,50.17,61.94,-0.87045,0.0,-21.03389,225.04525,0.0,0.0,0.0,12.4
BTC-27MAR26-260000-C,call,260000.0,2026-03-27,0.0,0.0,0.0,56.78,58.59,0.10445,0.0,-18.32035,193.16411,71.6,0.5,1211.03,
BTC-27MAR26-280000-C,call,280000.0,2026-03-27,0.0,0.0,0.0,57.32,59.44,0.08499,0.0,-15.94506,165.92736,105.3,0.0,0.0,
BTC-27MAR26-300000-C,call,300000.0,2026-03-27,0.0,0.0,0.0,58.13,60.55,0.07096,0.0,-14.13314,144.69182,47.6,10.0,16456.46,17.7
BTC-27MAR26-320000-C,call,320000.0,2026-03-27,0.0,0.0,0.0,59.17,61.47,0.06021,0.0,-12.64845,127.38764,19.4,0.0,0.0,
BTC-27MAR26-340000-C,call,340000.0,2026-03-27,0.0,0.0,0.0,59.68,61.31,0.04977,0.0,-10.9588,109.57804,5.0,1.3,1344.67,
